(-1264,6320)
(1264,-6320)
(8848,6320)
(-8848,-8848)
(-6320,3792)
(-8848,1264)
(-3792,8848)
(3792,8848)
(-1264,-6320)
(-3792,-6320)
(-8848,-8848)
(3792,-1264)
(1264,-6320)
(-1264,8848)
(8192,0)
(-3792,-6320)
(1264,-6320)
(-1264,-6320)
(-6320,-3792)
(-3792,8848)
(8848,3792)
(-8848,-6320)
(3792,3792)
(3792,-1264)
(-8848,-1264)
(-8848,8848)
(1264,1264)
(3792,-3792)
(1264,1264)
(-6320,-3792)
(8848,-8848)
(-3792,1264)
(-6320,1264)
(3792,1264)
(-6320,-1264)
(-8848,-3792)
(-1264,-8848)
(-1264,1264)
(-3792,6320)
(-3792,1264)
(3792,-6320)
(-6320,-6320)
(1264,-8848)
(-1264,-8848)
(8848,6320)
(-3792,3792)
(-1264,8848)
(3792,1264)
(-3792,-3792)
(3792,-6320)
(8192,0)
(-1264,-8848)
(-3792,-6320)
(1264,1264)
(-6320,-1264)
(6320,-1264)
(3792,8848)
(3792,1264)
(3792,-3792)
(1264,8848)
(6320,-8848)
(8848,6320)
(-8848,8848)
(8848,6320)
(6320,-6320)
(3792,3792)
(3792,1264)
(-3792,6320)
(8848,6320)
(-8848,6320)
(-1264,-3792)
(-1264,-6320)
(-3792,1264)
(6320,-3792)
(-6320,3792)
(3792,-8848)
(1264,3792)
(-3792,8848)
(8192,0)
(1264,8848)
(-3792,-8848)
(-6320,-6320)
(6320,6320)
(8848,-8848)
(-6320,8848)
(8848,8848)
(-1264,1264)
(-3792,1264)
(-6320,-6320)
(8848,-1264)
(3792,6320)
(-6320,8848)
(-3792,3792)
(-1264,3792)
(8848,1264)
(1264,3792)
(6320,-6320)
(6320,-6320)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-8848,-1264)
(6320,-3792)
(-8848,-6320)
(-3792,6320)
(1264,1264)
(-3792,-6320)
(-1264,1264)
(-3792,-8848)
(6320,-1264)
(6320,1264)
(-3792,-1264)
(6320,8848)
(-3792,6320)
(3792,-6320)
(3792,-6320)
(3792,1264)
(-1264,1264)
(1264,1264)
(8848,6320)
(8192,0)
(1264,1264)
(-3792,8848)
(8848,-8848)
(-8848,-8848)
(6320,3792)
(-8848,8848)
(-8848,-8848)
(6320,-1264)
(-8848,-6320)
(1264,-3792)
(8848,8848)
(8848,-6320)
(3792,6320)
(3792,-8848)
(-8848,6320)
(1264,-1264)
(-1264,3792)
(1264,3792)
(1264,-6320)
(8848,-3792)
(6320,-8848)
(8848,3792)
(6320,3792)
(1264,6320)
(8848,-3792)
(-1264,-1264)
(-6320,-3792)
(8192,0)
(-1264,-3792)
(-6320,-3792)
(6320,-3792)
(-8848,-6320)
(-1264,-1264)
(1264,1264)
(-3792,-6320)
(-3792,-8848)
(-3792,1264)
(-8848,-8848)
(8848,-6320)
(1264,-1264)
(-3792,-8848)
(8848,6320)
(3792,8848)
(-6320,-3792)
(8848,-6320)
(-8848,-8848)
(-8848,-3792)
(-1264,6320)
(-3792,1264)
(6320,-3792)
(-6320,3792)
(1264,6320)
(-3792,1264)
(-1264,1264)
(1264,-1264)
(1264,-3792)
(-6320,1264)
(3792,8848)
(8848,6320)
(-1264,3792)
(-6320,-3792)
(-8848,-6320)
(3792,6320)
(-8192,0)
(-8848,-3792)
(6320,1264)
(1264,-3792)
(-6320,-1264)
(1264,-3792)
(-8848,6320)
(-1264,-3792)
(8848,6320)
(-3792,6320)
(1264,-1264)
(6320,3792)
(-6320,3792)
(-6320,3792)
(1264,-1264)
(1264,1264)
(1264,1264)
(-6320,8848)
(8848,-8848)
(-3792,6320)
(-8848,-8848)
(-8848,6320)
(3792,-8848)
(8848,-8848)
(-8848,6320)
(-1264,3792)
(8848,8848)
(-8848,6320)
(-8192,0)
(-1264,8848)
(-6320,3792)
(6320,3792)
(-8848,-8848)
(6320,1264)
(-1264,-1264)
(3792,-8848)
(6320,-3792)
(8848,-8848)
(0,0)
(0,0)
(0,0)
(-6320,6320)
(-8848,8848)
(3792,6320)
(3792,1264)
(6320,8848)
(-3792,-1264)
(-1264,-6320)
(-3792,-6320)
(3792,-6320)
(8192,0)
(3792,3792)
(-3792,-8848)
(-6320,-1264)
(-1264,1264)
(1264,-3792)
(-6320,-3792)
(-8848,8848)
(-8848,6320)
(-1264,-1264)
(-6320,-8848)
(-1264,-3792)
(-8848,8848)
(6320,3792)
(8848,-6320)
(-3792,8848)
(-6320,-1264)
(-3792,6320)
(-1264,3792)
(8848,-3792)
(1264,6320)
(-3792,-6320)
(3792,1264)
(6320,-3792)
(1264,-1264)
(1264,-6320)
(-3792,1264)
(6320,8848)
(8192,0)
(-1264,6320)
(8848,8848)
(6320,-1264)
(3792,-6320)
(-3792,-8848)
(-6320,3792)
(6320,1264)
(-1264,-3792)
(-6320,1264)
(-3792,3792)
(-1264,1264)
(-3792,-8848)
(6320,-1264)
(-3792,8848)
(6320,-3792)
(6320,3792)
(-6320,3792)
(-6320,1264)
(-1264,6320)
(3792,1264)
(-1264,1264)
(1264,1264)
(1264,-6320)
(8848,8848)
(-8848,-8848)
(-8848,3792)
(6320,-8848)
(1264,6320)
(-8848,8848)
(-8848,-8848)
(6320,-1264)
(3792,8848)
(8848,-8848)
(6320,3792)
(6320,-3792)
(8192,0)
(-8848,8848)
(-8848,1264)
(-8848,6320)
(1264,-1264)
(-1264,3792)
(-8848,6320)
(-3792,8848)
(-8848,6320)
(3792,6320)
(1264,3792)
(6320,-1264)
(1264,6320)
(8848,-3792)
(-1264,-1264)
(-6320,-3792)
(-6320,3792)
(-6320,-8848)
(-3792,-1264)
(-1264,1264)
(-6320,-8848)
(1264,1264)
(-3792,-6320)
(-3792,-8848)
(8848,-8848)
(6320,-1264)
(-1264,-3792)
(8848,8848)
(8192,0)
(6320,3792)
(6320,-3792)
(3792,8848)
(-6320,-3792)
(8848,-6320)
(-1264,-3792)
(6320,-1264)
(3792,6320)
(-3792,-6320)
(1264,3792)
(-1264,3792)
(1264,6320)
(-3792,1264)
(-1264,1264)
(-6320,-3792)
(1264,6320)
(8848,8848)
(3792,-1264)
(6320,-3792)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(-3586,-5356)
(-7431,-4966)
(-6320,-1264)
(-10404,6951)
(-1251,6322)
(8058,3864)
(-1788,-10725)
(8765,1743)
(1085,-7290)
(-7925,-7445)
(6320,3792)
(-2473,5951)
(5756,9223)
(5956,2460)
(1787,10724)
(-3148,6663)
(-6889,-6724)
(4458,2979)
(3792,6320)
(1598,-8034)
(4789,11558)
(-3855,-1056)
(7149,-5363)
(-12272,-2441)
(4953,2052)
(9910,4472)
(1264,-8848)
(-2487,-6938)
(5355,3585)
(6663,-3148)
(3574,-1788)
(12271,2440)
(-4553,-7691)
(-6938,-2487)
(8848,-8848)
(-8431,-2966)
(-8257,3420)
(-4562,4552)
(-7150,1787)
(-9464,1762)
(3420,-8257)
(-7925,-7445)
(1264,1264)
(7924,-7445)
(118,9624)
(-10868,339)
(0,5362)
(-4551,-6811)
(-4954,-2053)
(2486,-6938)
(3792,1264)
(5458,4951)
(-4388,-5921)
(-10868,339)
(8936,-3575)
(-1056,-3855)
(-3586,-5356)
(-8924,486)
(-6320,-8848)
(-5459,-4952)
(2453,10591)
(-10868,339)
(7149,-1788)
(-3846,10170)
(-3020,2618)
(1486,993)
(6320,-8848)
(-3473,-1980)
(1651,-685)
(7361,358)
(-5363,7149)
(8058,-3865)
(6888,6723)
(-9911,-4473)
(-3792,-8848)
(-1980,3472)
(-4388,-5921)
(12271,-2441)
(-7150,-5363)
(7361,-359)
(4552,7690)
(-7,6444)
(6320,1264)
(1598,-8034)
(-119,-9625)
(-4553,-4562)
(-5363,-7150)
(10170,3845)
(2052,-4954)
(-7431,-4966)
(8848,-1264)
(1979,-3473)
(9624,-119)
(1743,8765)
(8936,3574)
(3864,8058)
(-5356,3585)
(-4459,-2980)
(1264,8848)
(-9911,4472)
(3986,282)
(-6655,-5967)
(-7150,5362)
(1046,-5260)
(8657,-2218)
(10403,6951)
(-3792,-3792)
(-487,8923)
(1085,7289)
(-1047,-5260)
(10724,1787)
(4551,6811)
(-7290,-1086)
(486,8923)
(1264,8848)
(5444,-7938)
(1085,7289)
(2440,12271)
(-7150,-1788)
(-8766,-1744)
(-1251,-6323)
(0,0)
(0,0)
(0,0)
(118,9624)
(-5250,-8069)
(-3575,1787)
(-2461,-5957)
(9624,118)
(-1993,9417)
(8848,-1264)
(-7,-6445)
(684,1651)
(4551,-6811)
(-8937,-3575)
(-2461,-5957)
(-3020,2618)
(-994,1486)
(-8848,3792)
(-7445,-7925)
(5355,3585)
(-12272,2440)
(1787,-3575)
(-340,10867)
(-4388,5920)
(-6445,-7)
(-6320,-1264)
(-6445,6)
(6888,-6724)
(339,10867)
(-1788,3574)
(-1754,-349)
(4387,-5921)
(7937,-5445)
(1264,-8848)
(993,1486)
(-9224,5756)
(1753,-349)
(-7150,1787)
(-3855,1055)
(-2053,4953)
(1598,8034)
(-3792,-3792)
(2486,6937)
(-2454,-10592)
(10867,-340)
(7149,-1788)
(-4562,-4553)
(11558,4789)
(-7925,-7445)
(3792,-1264)
(-7431,4965)
(1250,-6323)
(3854,1055)
(-7150,-5363)
(10170,3845)
(2217,8657)
(9417,1992)
(-1264,-8848)
(4472,9910)
(-3421,-8257)
(-349,-1754)
(1787,3574)
(-6655,5966)
(4387,-5921)
(6951,-10404)
(3792,-3792)
(1979,-3473)
(-5757,-9224)
(-1763,9463)
(1787,10724)
(8058,-3865)
(6322,-1251)
(3965,499)
(-8848,-8848)
(5444,-7938)
(-4954,2052)
(-4551,6811)
(-3575,-1788)
(3864,8058)
(4387,-5921)
(5951,-2473)
(-1264,-6320)
(-7431,4965)
(6888,-6724)
(2450,3157)
(8936,0)
(-9464,1762)
(5920,4387)
(3965,499)
(-8848,3792)
(-6445,6)
(5756,9223)
(3157,-2451)
(-3575,5362)
(-4553,4561)
(1250,6322)
(-9911,-4473)
(-6320,-6320)
(-10404,6951)
(4789,11558)
(-4562,4552)
(7149,5362)
(-2461,-5957)
(6888,6723)
(1598,8034)
(1264,-1264)
(-3473,-1980)
(2052,4953)
(-12272,2440)
(-5363,7149)
(2450,-3158)
(7289,1085)
(1992,-9418)
(-1264,-6320)
(-4966,-7431)
(-7290,1085)
(-5957,-2461)
(-5363,7149)
(12271,2440)
(5920,4387)
(9417,1992)
(-8848,1264)
(-4473,-9911)
(-2053,-4954)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(4387,-5921)
(6,-6445)
(3792,-6320)
(-2487,-6938)
(10591,-2454)
(3157,-2451)
(0,-1788)
(2460,5956)
(5920,4387)
(6951,-10404)
(1264,8848)
(-10404,6951)
(-6323,-1251)
(-1056,3854)
(0,-12512)
(-359,-7362)
(-2454,10591)
(-9418,-1993)
(-1264,6320)
(1598,-8034)
(9223,-5757)
(-3855,-1056)
(3574,-5363)
(6663,3147)
(-5921,-4388)
(1979,3472)
(6320,-1264)
(1486,-994)
(5920,-4388)
(4552,4561)
(-1788,-7150)
(-4553,4561)
(-4790,11558)
(1979,3472)
(3792,6320)
(9910,-4473)
(-4388,-5921)
(-3158,2450)
(-10725,-1788)
(-349,1753)
(5920,4387)
(-994,1486)
(3792,-8848)
(5951,2472)
(-119,-9625)
(7361,358)
(-7150,-1788)
(-4551,-6811)
(3420,-8257)
(-6938,-2487)
(-6320,-3792)
(1486,-994)
(684,1651)
(1753,-349)
(-3575,-8937)
(12271,2440)
(-11559,-4790)
(-7431,-4966)
(-8848,-8848)
(2486,6937)
(-11559,4789)
(-2441,-12272)
(3574,1787)
(-3846,10170)
(11558,4789)
(-5459,4951)
(-8848,-6320)
(-6938,2486)
(9624,-119)
(-10171,3845)
(1787,0)
(1055,3854)
(-5757,9223)
(-1993,9417)
(-8848,-6320)
(-2966,8430)
(-4388,-5921)
(-4553,-4562)
(3574,-8937)
(-4562,-4553)
(-3020,2618)
(-2487,6937)
(3792,6320)
(-1598,8034)
(-9224,5756)
(-3846,-10171)
(-8937,3574)
(-1754,-349)
(1651,684)
(-6938,-2487)
(-6320,-8848)
(10403,-6952)
(3986,282)
(2460,-5957)
(0,-8937)
(-9464,1762)
(-2454,10591)
(9417,1992)
(-3792,-6320)
(7924,-7445)
(-3020,-2619)
(2460,-5957)
(1787,7149)
(-2461,-5957)
(-4388,5920)
(5951,-2473)
(-3792,-6320)
(1486,-994)
(2618,-3020)
(4552,4561)
(3574,-8937)
(4551,6811)
(2453,-10592)
(8923,-487)
(3792,-8848)
(5951,2472)
(-7290,1085)
(-8069,5249)
(7149,-1788)
(348,-1754)
(-7290,-1086)
(0,0)
(0,0)
(0,0)
(1651,-685)
(1762,-9464)
(3574,-1788)
(-10171,-3846)
(3019,-2619)
(-4473,9910)
(-6320,-3792)
(5458,4951)
(4387,5920)
(-4551,6811)
(-1788,0)
(8765,1743)
(-685,1651)
(-1487,-994)
(-1264,-1264)
(7924,-7445)
(-11559,4789)
(2440,12271)
(1787,-7150)
(12271,2440)
(-9625,-119)
(-10404,-6952)
(6320,8848)
(3472,1979)
(11558,-4790)
(339,10867)
(7149,1787)
(-8069,-5250)
(10591,2453)
(-4473,9910)
(6320,1264)
(-994,-1487)
(6888,-6724)
(7361,358)
(12511,0)
(358,7361)
(1250,6322)
(1598,8034)
(-8848,3792)
(6937,-2487)
(-10592,2453)
(3157,-2451)
(5362,3574)
(6663,3147)
(-1086,7289)
(9417,1992)
(1264,1264)
(-994,-1487)
(-4388,-5921)
(-3158,2450)
(1787,7149)
(12271,2440)
(9223,5756)
(-994,1486)
(8848,3792)
(7924,-7445)
(-6724,-6889)
(-3846,-10171)
(1787,-10725)
(1762,9463)
(-6323,1250)
(-2487,6937)
(-1264,3792)
(6937,-2487)
(-6323,-1251)
(-359,7361)
(8936,0)
(6663,3147)
(1651,684)
(6444,6)
(-1264,-3792)
(-9911,4472)
(-6889,6723)
(-4551,6811)
(-3575,-5363)
(6663,3147)
(5920,4387)
(5444,7937)
(6320,-3792)
(-5952,-2473)
(-283,3986)
(5956,2460)
(-1788,3574)
(-10171,-3846)
(3986,-283)
(-1487,-994)
(8848,3792)
(-2487,-6938)
(5920,-4388)
(-359,7361)
(-3575,5362)
(348,-1754)
(1651,684)
(1979,3472)
(1264,1264)
(2472,-5952)
(4789,11558)
(-2441,-12272)
(-8937,-3575)
(10867,339)
(11558,4789)
(1598,8034)
(-3792,-8848)
(-5952,-2473)
(-1251,6322)
(-9464,-1763)
(0,12511)
(-7362,358)
(-4388,5920)
(6951,-10404)
(-6320,1264)
(1486,-994)
(6888,-6724)
(5259,-1047)
(10724,1787)
(9463,-1763)
(9223,5756)
(5458,-4952)
(3792,-1264)
(7924,-7445)
(-1652,684)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1762,-9464)
(9244,2681)
(10724,1787)
(525,-5337)
(2460,5956)
(3632,-11973)
(-9625,-119)
(1576,842)
(7430,4965)
(3897,886)
(3792,-3792)
(9423,-5423)
(-4966,-7431)
(-3045,5680)
(3420,8256)
(2901,-2749)
(1762,-9464)
(2479,6939)
(8936,3574)
(-6332,5196)
(358,7361)
(-3633,11972)
(-3586,-5356)
(7882,4213)
(-1980,-3473)
(-640,6412)
(-8848,-8848)
(-9424,5422)
(-3966,499)
(7365,6197)
(-7691,-4553)
(1864,-6169)
(-6655,-5967)
(6939,-2480)
(3574,-8937)
(-4636,-7641)
(10867,339)
(-7207,5284)
(-119,9624)
(-4947,5463)
(9910,4472)
(-9672,-7939)
(-3792,-8848)
(8928,-392)
(-5952,-2473)
(-626,6414)
(-3421,-8257)
(3861,-7224)
(7361,358)
(4985,-4084)
(5362,0)
(10497,2830)
(-349,1753)
(-366,7360)
(2052,-4954)
(6632,-8617)
(-1980,-3473)
(1134,-1382)
(8848,6320)
(-1630,3649)
(5951,2472)
(3995,-109)
(4789,11558)
(-1711,518)
(-5967,6654)
(10847,727)
(-5363,3574)
(-1779,-176)
(3845,-10171)
(7514,6015)
(-7290,-1086)
(4946,-5464)
(499,-3966)
(-6908,-5671)
(8848,-3792)
(2907,9176)
(2472,-5952)
(2310,-3262)
(-3020,-2619)
(-3940,-673)
(-1056,3854)
(-1078,7290)
(5362,7149)
(-6332,5196)
(5259,1046)
(8551,2594)
(8256,3420)
(-5681,3044)
(1486,993)
(9671,7938)
(-1264,-6320)
(-9177,2907)
(-7925,7444)
(-6198,7365)
(7289,-1086)
(3055,-8399)
(2440,12271)
(876,8893)
(-1788,-3575)
(-4084,4985)
(-6664,-3148)
(-3633,11972)
(4387,-5921)
(-3480,10301)
(-500,3965)
(391,-8929)
(-3792,6320)
(-4393,5917)
(2472,-5952)
(-1061,-9568)
(-1086,-7290)
(-3861,7224)
(-6664,3147)
(4635,-7641)
(0,8936)
(1428,3732)
(-3855,1055)
(4823,-9744)
(1085,-7290)
(-3778,-8100)
(-10404,-6952)
(0,0)
(0,0)
(0,0)
(3472,1979)
(-3778,8099)
(-10592,2453)
(-5132,1556)
(5259,-1047)
(-4084,-4986)
(1787,0)
(-4434,8543)
(-5260,-1047)
(-3861,-7224)
(8657,-2218)
(4213,-7883)
(-7,6444)
(5917,-4393)
(3792,6320)
(639,6412)
(-9418,1992)
(7365,6197)
(7289,-1086)
(8551,-2595)
(-12272,2440)
(-7641,-4636)
(1787,-3575)
(-728,-10848)
(-4553,4561)
(-5132,-1557)
(3019,-2619)
(108,-3996)
(-1487,-994)
(2124,8681)
(1264,-8848)
(-887,-3898)
(-2980,-4459)
(-8834,-1359)
(-6323,-1251)
(365,7360)
(-8069,5249)
(-6332,-5196)
(-1788,10724)
(1226,-12452)
(-4553,4561)
(4977,-4094)
(-1251,-6323)
(-5681,3044)
(-2966,-8431)
(-1877,-6166)
(-8848,-3792)
(-6413,639)
(2979,4458)
(7365,6197)
(-3987,-283)
(5131,-1557)
(6663,-3148)
(2681,-9245)
(-1788,-7150)
(-12452,-1227)
(1055,3854)
(3939,-673)
(-1086,7289)
(-1795,7148)
(-1993,9417)
(-887,3897)
(8848,8848)
(-2908,-9177)
(-487,8923)
(3777,-8100)
(6322,1250)
(826,-9590)
(-1763,9463)
(-8894,876)
(-3575,-1788)
(-6940,-2480)
(-359,-7362)
(3861,7224)
(118,-9625)
(-3480,10301)
(-4459,-2980)
(-9424,-5423)
(-8848,3792)
(4144,-3403)
(2472,-5952)
(108,3995)
(-2218,8657)
(-5285,7206)
(-7362,-359)
(5336,-526)
(-8937,-3575)
(2681,9244)
(1046,-5260)
(4823,-9744)
(-7290,-1086)
(-7149,-1795)
(-9418,-1993)
(-1382,-1135)
(-6320,-3792)
(3897,-887)
(-500,-3966)
(5463,-4947)
(-1652,684)
(-6323,3785)
(1743,8765)
(-6332,-5196)
(0,8936)
(-4986,-4084)
(3854,-1056)
(365,-7361)
(5355,-3586)
(7365,-6198)
(-7445,7924)
(-7156,-8187)
(-3792,1264)
(-9424,5422)
(-5952,-2473)
(4213,7882)
(-5757,-9224)
(8398,3055)
(9463,1762)
(5686,3031)
(-1788,10724)
(4083,-4986)
(-8766,-1744)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(1753,-349)
(6939,-2480)
(-3575,1787)
(-1227,12451)
(2460,5956)
(8398,-3056)
(2618,3019)
(5463,4946)
(7444,-7925)
(-6661,-3155)
(-1264,3792)
(6412,-640)
(-500,-3966)
(6414,625)
(3019,2618)
(-6016,-7515)
(4561,-4553)
(-9245,-2682)
(1787,-7150)
(-6332,5196)
(-3148,6663)
(-3786,6322)
(-6323,1250)
(842,-1577)
(-5445,-7938)
(1134,-1382)
(-1264,-1264)
(-4640,8433)
(-6952,-10404)
(5898,11035)
(7289,-1086)
(-11973,3632)
(-12272,2440)
(-877,-8894)
(0,12511)
(-3383,-2130)
(3845,-10171)
(-11973,-3633)
(4387,-5921)
(-7149,-1795)
(10403,6951)
(-1630,-3650)
(1264,-3792)
(-1382,1134)
(-3473,-1980)
(-3480,-10302)
(-6724,-6889)
(3861,-7224)
(10170,-3846)
(7290,1077)
(3574,1787)
(2830,-10498)
(2450,-3158)
(4977,-4094)
(-2619,-3020)
(-7149,-1795)
(-5459,4951)
(-9424,-5423)
(-1264,-1264)
(-1382,1134)
(4951,-5459)
(9567,-1061)
(-4388,-5921)
(-1404,-10782)
(12271,-2441)
(3732,1428)
(3574,-5363)
(-1227,12451)
(-3148,6663)
(-827,-9590)
(-1251,-6323)
(-5464,-4947)
(4472,-9911)
(-3898,-887)
(-1264,-6320)
(5917,4392)
(-5459,-4952)
(-3996,108)
(1250,-6323)
(-827,9589)
(-349,-1754)
(-2130,-3383)
(5362,-3575)
(6332,-5196)
(-8069,-5250)
(-10782,-1404)
(282,3986)
(-4947,5463)
(9910,4472)
(7155,8186)
(8848,3792)
(-5918,-4393)
(-1487,993)
(4946,5463)
(-1652,684)
(9743,-4824)
(2450,3157)
(727,-10848)
(5362,-3575)
(-10498,-2831)
(3147,-6664)
(7360,365)
(7289,1085)
(-1577,-843)
(993,-1487)
(1134,-1382)
(8848,3792)
(-4640,8433)
(6951,10403)
(-5899,-11036)
(-9224,5756)
(-3861,7224)
(9463,1762)
(1226,12451)
(-10725,1787)
(-1429,-3733)
(12271,2440)
(-2595,8551)
(11558,4789)
(-7366,6197)
(6937,2486)
(0,0)
(0,0)
(0,0)
(-4473,-9911)
(7365,6197)
(-685,-1652)
(4093,-4978)
(9463,1762)
(-5687,-3032)
(-7150,-1788)
(-12452,-1227)
(358,7361)
(3861,7224)
(1250,6322)
(-7366,6197)
(6,-6445)
(3649,-1630)
(3792,-6320)
(-6166,-1877)
(6937,-2487)
(7365,6197)
(3585,-5356)
(1710,-519)
(-3855,-1056)
(6939,-2480)
(12511,0)
(-2831,10497)
(358,7361)
(6015,-7515)
(1651,684)
(3479,-10302)
(-9418,-1993)
(-5423,9423)
(3792,-6320)
(8433,4639)
(2472,-5952)
(-3778,8099)
(-5921,4387)
(672,-3940)
(3147,6663)
(-6332,-5196)
(-3575,-5363)
(-7291,1077)
(-1754,-349)
(-3940,672)
(3585,5355)
(-5464,-4947)
(3965,499)
(7938,-9672)
(1264,-6320)
(5917,4392)
(-9418,1992)
(-5464,4946)
(3585,-5356)
(-2749,-2902)
(1753,-349)
(-5687,-3032)
(-1788,3574)
(-4986,-4084)
(5249,-8069)
(1864,6168)
(6723,-6889)
(7148,1794)
(-4966,7430)
(8681,-2125)
(-6320,3792)
(-6413,639)
(1486,-994)
(842,1576)
(-283,3986)
(-11973,3632)
(12271,-2441)
(-2831,-10498)
(0,8936)
(-8544,-4434)
(10867,339)
(3861,7224)
(11558,4789)
(-6198,-7366)
(-6445,-7)
(-7939,9671)
(-3792,-8848)
(-4393,5917)
(4951,-5459)
(1794,7148)
(-4790,-11559)
(-1865,6168)
(-349,-1754)
(-4434,-8544)
(1787,-7150)
(1226,-12452)
(-7362,358)
(-2902,-2749)
(-5921,-4388)
(-2311,-3262)
(-9911,-4473)
(1381,1134)
(3792,6320)
(3154,6660)
(-5445,7937)
(5680,3044)
(118,9624)
(2748,2901)
(1753,-349)
(-6332,-5196)
(-5363,3574)
(-2480,6939)
(12271,2440)
(7514,6015)
(-685,1651)
(10301,3479)
(-10404,-6952)
(7938,-9672)
(3792,-6320)
(-7156,8186)
(-7938,-5445)
(-3045,5680)
(-4388,-5921)
(3939,672)
(-6664,3147)
(2681,-9245)
(-7150,-1788)
(3382,2129)
(4552,-4562)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(0,0)
(7937,5444)
(365,7360)
(1787,-7150)
(3939,-673)
(2486,-6938)
(5917,4392)
(9223,-5757)
(-2682,9244)
(2460,5956)
(2527,-4730)
(6320,-6320)
(6197,-7366)
(5249,8068)
(8543,4433)
(-3987,282)
(3154,-6661)
(-1487,993)
(826,-9590)
(-5363,-7150)
(3861,7224)
(993,-1487)
(7938,9671)
(3585,-5356)
(-6038,-6590)
(3147,-6664)
(-1795,7148)
(1264,3792)
(-7883,4213)
(-340,-10868)
(-3032,-5687)
(1085,-7290)
(3649,-1630)
(-2473,5951)
(-2902,2748)
(1787,-10725)
(-6169,1864)
(-3473,1979)
(-3650,-1630)
(1250,-6323)
(-7291,-1078)
(358,7361)
(8099,-3778)
(6320,6320)
(-3045,5680)
(-7362,-359)
(525,-5337)
(-6323,1250)
(-8152,802)
(2979,4458)
(11972,-3633)
(3574,8936)
(1403,-10782)
(-1980,-3473)
(4144,-3403)
(-3586,5355)
(-4986,4083)
(-9464,1762)
(6197,7365)
(-1264,3792)
(625,-6415)
(2460,-5957)
(-2831,10497)
(1250,6322)
(8928,391)
(993,1486)
(-11973,3632)
(-3575,-5363)
